id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5741728,"""la casa di Frà""",29779875,&Quot;La Casa Di Frà,,Borgerhout Intra Muros Zuid,51.21477,4.42966,Entire home/apt,70,1,34,2018-03-04,0.29,1,0,0,
5789730,Back to Beck,30038566,Marleen,,Deurne Zuid Oost,51.19654,4.46076,Entire home/apt,79,7,52,2024-09-08,0.44,1,247,5,
5994895,Cosy apartment in historic house  Gulden Greffoen,11857224,Christel,,Historisch Centrum,51.219608,4.398143,Entire home/apt,122,3,58,2024-12-22,0.50,1,347,19,
6000928,Arendshof,29134589,Guido,,Deurne Oost,51.22313,4.48488,Entire home/apt,135,1,20,2024-08-15,0.18,1,361,1,
6004053,Room at 20 min.' walk from center,31168861,Monique,,Brederode,51.2025,4.39917,Private room,24,7,39,2024-09-18,0.33,1,289,4,
6046872,Feel Good  Antwerp City Apartment,27432928,Anastassya,,Stadspark,51.20735,4.41104,Entire home/apt,,2,80,2022-04-24,1.13,1,0,0,
6051973,Welcome to Tempor'area: Your Ultimate Home Away!,3970988,Arthur,,Theaterbuurt-Meir,51.214393615722656,4.403626918792725,Entire home/apt,186,2,141,2024-12-11,1.20,1,312,24,
6149034,Lovely flat with spectacular view!,25673165,Sharon,,Eilandje,51.23104,4.40388,Entire home/apt,68,2,557,2024-12-07,4.74,1,263,81,
6183201,Duplex Studio,31447903,Marjolijn,,Brederode,51.20516,4.39442,Entire home/apt,85,30,60,2024-08-09,0.51,1,192,1,
6252753,Bright and cosy rooftop flat in Antwerp-North,4742247,Timothy,,Stuivenberg,51.22451,4.43101,Entire home/apt,79,2,36,2024-12-16,0.31,1,323,13,
6418099,BOOK LOVERS' room near Station,33481052,Anne,,Borgerhout Intra Muros Zuid,51.21538,4.42761,Private room,48,3,322,2024-09-25,2.77,6,333,6,
6584668,Belle Epoque Townhouse Antwerp,9629145,Tom,,Stadspark,51.20815,4.41123,Entire home/apt,660,2,199,2024-12-02,1.73,1,222,30,
6585827,Quiet room close to Central Station,33481052,Anne,,Borgerhout Intra Muros Zuid,51.215328216552734,4.427670001983643,Private room,43,14,176,2024-03-22,1.52,6,365,1,
6659457,Cosy and toddler-friendly flat in a great location,26567466,Aurélie,,Brederode,51.20044,4.39501,Entire home/apt,99,2,54,2023-10-08,0.47,1,361,0,
6672914,Cosy modern studio city-center WIFI & parking,34924663,Astrid,,Eilandje,51.23188,4.40614,Entire home/apt,68,2,76,2024-11-17,0.67,1,222,12,
6700898,Quiet with a view and morning light,33481052,Anne,,Borgerhout Intra Muros Zuid,51.215274810791016,4.4275407791137695,Private room,49,10,23,2024-10-01,0.20,6,365,3,
7027563,Studio aan de rand van Antwerpen,36841645,Anna,,Nieuw - Kwartier West,51.18863,4.42656,Entire home/apt,85,30,21,2020-05-28,0.18,1,316,0,
7067067,Master bedroom with 2 balconies,33481052,Anne,,Borgerhout Intra Muros Zuid,51.21528,4.42754,Private room,48,2,225,2024-07-28,1.95,6,365,6,
7298474,Authentic Belgian apartment,27585607,Christel,,Amandus - Atheneum,51.22388,4.42032,Entire home/apt,77,2,407,2024-12-15,3.55,2,337,33,
7552929,Cosy and vintage apartment,10832813,Freya,,Borgerhout Intra Muros Noord,51.21714,4.44348,Entire home/apt,,2,139,2024-07-03,1.21,1,0,6,
7649576,Trendy appartment with nice view!,40140067,Katrien,,Markgrave,51.19791,4.40655,Entire home/apt,125,3,71,2024-11-23,0.62,2,261,17,
7724259,green paradise near central station,24189736,Paul,,Borgerhout Intra Muros Zuid,51.21213,4.4317,Entire home/apt,,4,20,2019-11-10,0.18,1,355,0,
7814882,Licht duplex appartement,19889207,Alex,,Historisch Centrum,51.22406,4.40329,Entire home/apt,78,2,545,2024-11-24,4.78,4,36,58,
8038470,The Collector's House - city apartment met patio,42451031,Lana,,Historisch Centrum,51.2223,4.40453,Entire home/apt,192,1,174,2024-11-15,1.58,4,318,16,
8094749,Modern Loft bathed in light,2793445,Christophe,,Haringrode,51.20362,4.4212,Entire home/apt,202,1,42,2024-07-29,0.47,1,142,9,
8158582,Modern apartement in nice neighbourhood,43067380,Laura,,Groenenhoek,51.19842,4.44076,Entire home/apt,90,2,172,2024-12-08,3.15,1,66,47,
8179789,spacious room,4851422,Ann,,Kiel,51.18311,4.38584,Private room,,5,2,2023-01-28,0.04,2,0,0,
8256105,Spacious and light apartment in heart of Antwerp,43533942,Lisa,,Amandus - Atheneum,51.21815,4.42914,Entire home/apt,,3,6,2022-11-25,0.20,1,0,0,
8469104,Kapiteinswoonst woonboot. Barge Boat Wheelhouse,44600268,Tom,,Eilandje,51.23492,4.41387,Entire home/apt,130,1,53,2023-03-13,0.47,1,330,0,
8491381,Cozy flat in the centre of Antwerp,43163766,Olivier,,Zuid,51.2099,4.39645,Entire home/apt,,2,0,,,1,0,0,
8514381,Private Studio in the centre,44834170,Leni,,Centraal Station,51.21932,4.41635,Entire home/apt,71,2,347,2024-12-23,3.10,1,5,35,
8587634,Artistic appartment near downtown & railwaystation,32817557,Xenia,,Amandus - Atheneum,51.22297,4.42078,Entire home/apt,76,1,441,2020-10-18,3.93,1,239,0,
8599666,Spacious 2-BR Flat with Terrace,222831298,Arne,,Theaterbuurt-Meir,51.21314,4.40439,Entire home/apt,147,2,528,2024-12-23,4.77,20,165,60,
8725792,One bedroom Appt in Mid center Antw,45793937,Daniella,,Stadspark,51.21141,4.41013,Entire home/apt,200,30,34,2020-03-23,0.32,1,179,0,
8751883,Vakantiewoning Monnikenhoeve (#32),26893689,Filip,,Polder,51.34809,4.34193,Entire home/apt,629,2,44,2024-12-08,0.41,1,196,3,
8766126,Rustige studio,19889207,Alex,,Historisch Centrum,51.22201,4.40175,Entire home/apt,71,2,759,2024-12-08,6.77,4,43,51,
8853612,"LOFT, ViNTAGE, DESiGN & WARM PLACE near to CS!!!",27447276,Kavak,,Amandus - Atheneum,51.21868,4.42484,Entire home/apt,115,3,111,2019-10-27,0.99,1,267,0,
8877884,Volledig appartement met terras op 't zuid,46459971,Pascal,,Zuid,51.20896,4.40023,Entire home/apt,96,2,176,2024-12-07,1.57,1,339,24,
8929714,Room in apartment near Central Station,35492867,Arne,,Centraal Station,51.21482,4.42141,Private room,30,1,44,2024-08-12,0.40,1,34,1,
8959933,Expat living or citytrip,46828404,Johan,,Sint-Andries,51.21511,4.39238,Entire home/apt,65,14,4,2020-09-06,0.04,1,241,0,
8965535,Calm in the middle of the vibrant South District!,46855052,Marije,,Zuid,51.20629,4.39117,Entire home/apt,71,7,157,2024-12-18,1.46,1,160,18,
9063100,The Collector's House-guest house with 2 bathrooms,42451031,Lana,,Historisch Centrum,51.22089,4.40439,Entire home/apt,197,1,353,2024-12-01,3.21,4,309,29,
9126033,Cosy and light apartement,47542627,Moumouni,,Stuivenberg,51.2216,4.43292,Entire home/apt,70,2,85,2024-11-23,0.77,1,148,13,
9444009,Zalig antwerpen  beleven. ( Met gratis parkeren ),48943070,Anny,,Historisch Centrum,51.22563,4.40316,Private room,100,1,167,2024-12-22,1.52,1,346,20,
9487949,Antwerp City Center,8331121,Joeri,,Amandus - Atheneum,51.2239,4.41721,Private room,,1,94,2021-04-09,0.85,2,0,0,
9809677,Private apartment,11087865,Jay,,Universiteitsbuurt,51.22679,4.41105,Entire home/apt,62,1,331,2024-12-13,3.01,4,28,3,
9809688,(2) Private room,11087865,Jay,,Universiteitsbuurt,51.22609,4.40984,Private room,45,1,451,2024-12-08,4.10,4,349,64,
9854143,A smile is our universal welcome :-),41687451,Irina & Gianpaolo,,Universiteitsbuurt,51.22214,4.4083,Entire home/apt,58,2,85,2020-01-30,0.77,1,0,0,
9911612,Room near mas museum and city center,11087865,Jay,,Universiteitsbuurt,51.22593,4.41114,Private room,44,1,242,2024-11-18,2.21,4,7,51,
9913124,Lux Loft in the heart of Historic Antwerp,50969699,Petra,,Historisch Centrum,51.22016,4.40346,Entire home/apt,234,2,264,2024-11-17,2.44,2,351,24,
10015096,2 slpk appartement op toplocatie,51433236,Tinne,,Theaterbuurt-Meir,51.21244,4.40585,Entire home/apt,56,28,169,2023-08-09,1.56,1,117,0,
10170353,101、Antwerp central station's charming apartment,52106350,Fengyi Inn,,Centraal Station,51.21747,4.42475,Entire home/apt,150,2,176,2024-11-25,1.64,6,346,21,
10196951,Quiet stay in double room in the center of Antwerp,22962538,Griet,,Stuivenberg,51.22073,4.43665,Private room,45,3,24,2024-08-25,0.24,4,334,1,
10582792,House of Books for your summer,33481052,Anne,,Borgerhout Intra Muros Zuid,51.21533,4.42782,Private room,,10,1,2019-01-03,0.01,6,0,0,
10604260,Historical City Antwerp.,10026319,Marc,,Historisch Centrum,51.22126388549805,4.404333114624023,Private room,86,1,336,2024-12-22,3.09,2,258,36,
10693965,Antwerp center city,10026319,Marc,,Universiteitsbuurt,51.22043,4.40532,Private room,86,1,301,2024-12-01,2.80,2,259,37,
10743570,Grand Loft in the heart of historic Antwerp,50969699,Petra,,Historisch Centrum,51.22142,4.40226,Entire home/apt,220,2,291,2024-12-08,3.02,2,317,20,
11004345,Luxe flat @ Centrum Antwerpen +WiFi,43247005,Rebecca,,Historisch Centrum,51.21987,4.40191,Entire home/apt,158,1,82,2024-11-25,1.24,14,332,13,
11007796,Hip flat @ Antwerp Old Town + fast WiFi,43247005,Rebecca,,Historisch Centrum,51.21997,4.40154,Entire home/apt,99,1,67,2024-12-01,0.66,14,322,14,
11036503,Antwerpen apartment 1,57272728,Lahkim,,Centraal Station,51.219,4.41902,Entire home/apt,106,2,40,2024-04-14,0.37,3,352,2,
11054114,antwerpen apartment 2,57272728,Lahkim,,Amandus - Atheneum,51.21959,4.41798,Entire home/apt,106,2,20,2022-07-03,0.19,3,353,0,
11055119,antwerpen apartment 4,57272728,Lahkim,,Centraal Station,51.21921,4.4192,Entire home/apt,106,2,59,2023-08-08,0.55,3,356,0,
11111703,Renovated Appartement,57724118,Marc,,Borgerhout Intra Muros Zuid,51.2129,4.43048,Entire home/apt,95,5,33,2024-07-16,0.32,1,299,2,
11209398,Moderne flat @ Antwerp Old Town + fast WiFi,43247005,Rebecca,,Historisch Centrum,51.22025,4.40167,Entire home/apt,109,1,33,2024-10-19,0.50,14,304,11,
11288058,Apartment in the garden of KMSKA,57800268,DMaria,,Brederode,51.20634,4.39578,Private room,,1,6,2024-04-21,0.27,1,0,1,
11299305,Lovely apartment in Antwerp near the central park,53149716,Michelle,,Stadspark,51.21045,4.41301,Entire home/apt,,2,4,2022-10-16,0.14,1,0,0,
11361302,beschikbaar vanaf 01/04/2016,59517213,Gulpari,,Hoboken - Noord,51.17957,4.35678,Entire home/apt,,1,0,,,1,0,0,
11649861,LUXURY CENTRAL APARTMENT - Antwerp,48249191,Lieven,,Theaterbuurt-Meir,51.21538,4.41326,Entire home/apt,,1,61,2019-08-11,0.58,1,0,0,
11687167,ROOMIE DE AUDIO PLANT,34035873,Warre,,Oud - Merksem,51.23853,4.44384,Private room,26,14,41,2024-08-31,0.39,1,81,1,
11878238,Cozy appartement on 10 min from city centre,11154046,Rosemarie,,Deurne Zuid West,51.20777,4.45933,Entire home/apt,100,2,62,2024-11-11,0.61,1,137,9,
11898838,looking for that hidden treasure??,34913046,Laila,,Theaterbuurt-Meir,51.21915,4.40721,Entire home/apt,161,2,342,2024-12-22,3.22,1,262,30,
12100076,Loft penthouse with terrace.,43673173,Daan,,Centraal Station,51.21384,4.41647,Entire home/apt,158,2,14,2024-06-03,0.14,2,146,2,
12215914,Cosy Atelier With City Garden,65705918,Leen,,Borgerhout Intra Muros Noord,51.2145,4.43972,Entire home/apt,85,2,99,2024-11-17,0.93,1,81,9,
12238423,Beautiful apartment in city centre,65855928,Jo,,Stadspark,51.20719,4.41085,Entire home/apt,80,5,271,2024-12-01,2.60,3,144,27,
12425295,"Big appartment 90m2, great location",67208812,Annabel,,Harmonie,51.20904,4.40551,Entire home/apt,,211,35,2021-10-06,0.34,1,0,0,
12452412,Villa Einstein 2th,67322181,Eli,,Centraal Station,51.21641,4.41725,Entire home/apt,131,1,206,2024-08-18,1.95,3,158,5,
12509158,Beautiful loft with big terrace and jacuzzi,2452987,Eveline,,Amandus - Atheneum,51.22234,4.4172,Entire home/apt,,12,31,2022-01-20,0.36,1,0,0,
12576409,Classy flat @ Historische Centrum Antwerpen + WiFi,43247005,Rebecca,,Historisch Centrum,51.21917,4.40067,Entire home/apt,84,2,58,2024-11-20,0.59,14,343,10,
12637515,Duplex Apartment,67322181,Eli,,Centraal Station,51.21641,4.41725,Entire home/apt,136,1,193,2024-12-01,1.89,3,160,9,
12646547,Trendy flat @ Antwerp Old Town + fast WiFi,43247005,Rebecca,,Historisch Centrum,51.22,4.3999,Entire home/apt,134,1,86,2024-12-15,0.87,14,364,12,
12659772,"Cosy home, excellent location!",11811395,Pauline,,Zuid,51.20868,4.39783,Entire home/apt,119,2,72,2024-12-15,0.69,1,353,18,
12734670,2 rooms + bathroom in quiet neighboorhood of A'pen,54840474,Bianca,,Borgerhout Extra Muros,51.20527,4.45229,Private room,82,20,38,2024-09-14,0.37,1,357,1,
12746696,TOOG (ecofriendly loft apartment),3922134,Erwin,,Universiteitsbuurt,51.22561,4.41052,Entire home/apt,114,2,545,2024-11-24,5.18,1,10,67,
12752072,Big sunny appartement full of green,23445793,Margo,,Groenenhoek,51.19898,4.44045,Entire home/apt,90,5,56,2024-08-25,0.53,1,52,18,
12775598,Groot appartement aan het Sportpaleis,19151354,Seher,,Deurne Noord,51.231,4.45288,Entire home/apt,,1,27,2023-10-09,0.89,1,0,0,
12862721,Beautiful and luxurious apartment for 1 - 6 guests,46432178,Jef,,Borgerhout Extra Muros,51.21027,4.44593,Entire home/apt,,2,88,2019-05-06,0.84,1,0,0,
12864070,Stadspark (City Park),70325465,Dries,,Stadspark,51.20932,4.42215,Entire home/apt,85,3,168,2024-11-24,1.63,1,138,18,
12959452,Chic flat @ Antwerp Old Town Best Location +WiFi,43247005,Rebecca,,Historisch Centrum,51.21992,4.40074,Entire home/apt,177,1,208,2024-11-02,2.00,14,364,5,
13147334,Camper/Surfvan/Bus te huur,32609540,Emilie,,Deurne Noord,51.22694,4.45803,Entire home/apt,124,2,0,,,1,365,0,
13249852,Relaxing homey stay in Antwerp,69740310,Brecht,,Tentoonstellingswijk,51.19154,4.38876,Private room,800,5,28,2017-01-21,0.27,1,89,0,
13263169,House close to Tomorrowland 2023!,28086961,Kim,,Kiel,51.19,4.37648,Entire home/apt,65,50,29,2017-11-18,0.28,1,89,0,
13306153,"Playful design with garden, shower + bubblebath",4586965,Mariona,,Kiel,51.18269,4.39044,Private room,75,1,65,2024-11-23,0.62,2,364,5,
13350400,"very bright studio in city centre, free Netflix",32949554,Stéphane En Anneke,,Stadspark,51.20963,4.40863,Entire home/apt,122,2,174,2024-12-09,1.70,1,260,22,
13372879,"Renovated, spacious & cosy apartment in Antwerp",12108305,Stéphanie,,Tentoonstellingswijk,51.19281,4.39243,Entire home/apt,89,2,86,2024-04-28,0.84,2,4,3,
13426813,Charming studio in Antwerp,27585607,Christel,,Amandus - Atheneum,51.22361,4.42185,Entire home/apt,72,2,398,2024-12-21,3.83,2,332,35,
13427359,Stylish and bright 19th century loft with terrace,6930093,"Ian, Jande En Marie",,Borgerhout Intra Muros Zuid,51.21467,4.43242,Entire home/apt,360,3,198,2024-10-18,1.93,4,165,11,
13463319,Spacious & light 2 bedroom apartment with garden,61749084,Karmen,,Deurne Zuid West,51.20509,4.46296,Entire home/apt,95,8,22,2024-03-10,0.21,1,15,2,
13490121,Bright & spacious apartment in green neighbourhood,20012564,Joakim,,Linkeroever,51.22083,4.36772,Entire home/apt,99,5,1,2023-12-23,0.08,1,0,0,
13640722,⭐️Stylish Bright Apt ✔2 BR ✔2 Patio ✔Free Ⓟ,3042153,Hannes,,Eilandje,51.23149,4.41288,Entire home/apt,216,2,455,2024-12-23,5.31,2,114,48,
13651005,Private room/Art Nouveau House.,3493319,Glenn,,Oud - Berchem,51.19449,4.41372,Private room,90,2,0,,,2,76,0,
13670107,"Privé kamer met dakterras, badkamer & keuken",77953413,Stefan En Eva,,Borgerhout Intra Muros Zuid,51.21058,4.43518,Entire home/apt,,4,38,2022-07-31,0.38,2,0,0,
13722848,"Suite ""Asian Dreams"" - with terrace",38724058,Anatoly,,Brederode,51.20646,4.40239,Entire home/apt,135,1,89,2024-12-15,0.94,3,69,18,
13799108,"Parking space inc! Zurenborg, Central station near",78782749,Luc,,Borgerhout Intra Muros Zuid,51.21097,4.43076,Entire home/apt,125,26,32,2023-02-08,0.31,1,253,0,
14060986,Small cosy house at magical location.,17124778,Ines,,Deurne Dorp - Gallifort,51.22003,4.45725,Entire home/apt,59,1,138,2023-12-11,1.35,1,245,0,
14147454,Rooftop Apartment with Terrace,85451540,Marianne,,Amandus - Atheneum,51.223365783691406,4.4191107749938965,Entire home/apt,165,60,71,2024-04-26,0.70,2,237,2,
14327385,App met uitzicht op ‘t MAS en ondergrondse parking,87675727,Ekaterina,,Eilandje,51.23099,4.4095,Entire home/apt,207,1,47,2024-11-29,1.75,1,341,8,
14798944,luxurious ground floor apartment & terrace,1839854,Stijn&Magali,,Amandus - Atheneum,51.21979522705078,4.423407077789307,Entire home/apt,80,2,402,2024-12-11,3.99,2,321,53,
14806572,studio in het bruisend BoHo,18879273,Filip,,Borgerhout Intra Muros Zuid,51.21279,4.43194,Private room,78,2,13,2024-12-14,2.42,1,139,13,
14855524,Grand loft @ Antwerp hotspot 2400sq.f + pool table,43247005,Rebecca,,Theaterbuurt-Meir,51.21805,4.41342,Entire home/apt,280,1,200,2024-12-20,1.98,14,360,7,
14890511,Gorgeous duplex apartment in old city centre,14367631,Michiel,,Historisch Centrum,51.2224,4.4027,Entire home/apt,320,2,135,2024-12-10,5.46,9,94,44,
14905174,Pretty room in the centre of Wilrijk,93598620,Julie,,Wilrijk Centrum,51.17158,4.39222,Private room,35,5,56,2024-11-23,0.56,1,142,6,
14975438,BB Melkhuis,94340401,Hendrik,,Borgerhout Intra Muros Noord,51.21772,4.43333,Private room,100,1,44,2024-12-15,0.45,2,175,6,
15217689,Sfeervolle kamer in den 'Groenenhoek',82848998,Saskia,,Groenenhoek,51.19645,4.44408,Private room,37,2,264,2024-12-12,4.89,2,94,47,
15270962,"Big rooftop room, near city and near concert hall",97157198,Joan,,Oud - Merksem,51.23944,4.4438,Private room,,2,36,2021-06-13,0.36,1,0,0,
15291805,Roomy 1 bedroom Appart. Close to central station,97216733,Benjamin,,Centraal Station,51.21246,4.42175,Entire home/apt,,1,5,2020-09-25,0.09,1,0,0,
15402549,Cosy apartment with unique rooftop terras,43601150,Gregory,,Harmonie,51.20826,4.40792,Entire home/apt,,3,26,2024-11-10,0.86,1,2,9,
15464986,Joyful bedrooms in citizen home nearby the center,40091080,Hilde,,Hoboken - Noord,51.1818,4.35238,Private room,210,2,4,2022-03-20,0.04,2,350,0,
15467146,"Mooie, grote slaapkamer bij Antwerpen Centr.",40091080,Hilde,,Hoboken - Noord,51.17912,4.35256,Private room,70,2,14,2024-03-05,0.15,2,356,1,
15519371,Apartment in Antwerp Belgium,99750992,Tara,,Nieuwdreef,51.24598,4.43203,Entire home/apt,60,1,33,2024-12-16,1.13,2,288,19,
15533623,Appartement ligt op 5 min van het centrum,99915005,Ali,,Merksem - Heide,51.25331,4.4446,Entire home/apt,110,2,9,2024-11-11,0.10,1,361,4,
15715672,Charmante grote 2 pers. kamer in herenhuisstijl.,73367584,Veerle,,Hoboken - Centrum,51.17735,4.34941,Private room,74,2,17,2024-07-28,0.19,2,73,2,
15784571,Charming house - 1 bedroom  & sunny roof terrace,12541148,Sofie,,Borgerhout Intra Muros Noord,51.21656,4.44131,Entire home/apt,,3,8,2024-11-03,0.08,1,0,1,
15853340,Cozy place for a quiet night,47960379,Marleen,,Haringrode,51.20027,4.42137,Private room,51,1,123,2024-11-17,1.26,1,345,23,
15855343,Loft @Eilandje - unique view on the MAS,55380854,Chris,,Eilandje,51.227929916681866,4.405014038085935,Entire home/apt,112,1,210,2024-11-17,2.14,1,308,10,
15949936,Surprising characteristic apartment in Antwerp,24731798,Christel & Paul,,Stuivenberg,51.22011,4.42967,Entire home/apt,,2,157,2024-12-15,1.64,2,88,13,
16036168,Beautiful sunny apartment in the centre of Antwerp,104344031,Kristof,,Historisch Centrum,51.22437,4.40449,Entire home/apt,79,14,81,2024-10-06,0.83,1,26,14,
16040670,Homy apartment near many parks #LovelyGreen,104393507,Kristien,,Deurne Zuid Oost,51.20076,4.4604,Private room,,7,13,2018-05-19,0.14,1,0,0,
16068168,Sky Studio,11483067,Santiago,,Stadspark,51.20259475708008,4.412428855895996,Entire home/apt,,3,36,2024-09-23,0.37,1,0,22,
16107337,Charmante studio,19889207,Alex,,Historisch Centrum,51.22336,4.40191,Entire home/apt,71,2,607,2024-12-11,6.16,4,41,68,
16238598,Nice studio in the historic centre of Antwerp,106146420,Patrick,,Historisch Centrum,51.22164,4.40213,Entire home/apt,97,2,383,2024-12-10,4.00,3,152,41,
16271484,Modern and cozy Studio with Garden in centre,61929903,Hao,,Universiteitsbuurt,51.22629,4.40509,Entire home/apt,68,1,406,2024-12-16,4.77,1,139,56,
16291478,Entire house with sauna & outdoor shower,106578417,Greet,,Universiteitsbuurt,51.22473,4.40842,Entire home/apt,180,2,179,2024-12-13,1.83,1,347,21,
16317142,Cosy & renovated apartment !!,40169128,Charlotte,,Brederode,51.20059,4.39543,Entire home/apt,,2,0,,,1,0,0,
16610326,Nice penthouse/ family room with parking,109618168,Chantal & Christian,,Borgerhout Intra Muros Noord,51.2171,4.432,Private room,120,2,60,2024-12-23,0.64,4,225,10,
16630701,Amazing and Cozy Apartment,103947136,Charissa,,Universiteitsbuurt,51.22003,4.40823,Entire home/apt,254,1,85,2024-07-22,0.88,2,42,1,
16646044,Design room in the city centre of Antwerp,98500039,Isabelle,,Theaterbuurt-Meir,51.21539,4.40448,Private room,198,1,6,2023-10-23,0.07,1,87,0,
16733927,"Cosy family house with garden, centre of Antwerp",66092254,Bram,,Linkeroever,51.22059,4.38483,Entire home/apt,,2,11,2023-07-18,0.12,1,1,0,
16833815,Very cozy apartment,110993942,Rev,,Amandus - Atheneum,51.21905,4.42299,Entire home/apt,125,2,30,2024-12-16,0.31,16,191,2,
16851403,Beautiful house to enjoy an Antwerp family-holiday,7611440,Riet,,Borgerhout Extra Muros,51.19847,4.45257,Entire home/apt,195,7,10,2022-08-11,0.11,1,138,0,
17096268,"Suite ""Victorian Classic"" - with terrace",38724058,Anatoly,,Brederode,51.20608,4.40247,Entire home/apt,135,1,27,2024-07-11,0.29,3,78,2,
17266710,Spacious characteristic apartment in Antwerp,24731798,Christel & Paul,,Stuivenberg,51.21925,4.42958,Entire home/apt,127,2,123,2024-11-18,1.30,2,20,15,
17756295,Beautiful 2 bedroom apartment III,110993942,Rev,,Amandus - Atheneum,51.21885,4.4225,Entire home/apt,144,2,69,2024-08-19,0.73,16,338,3,
17835464,Bright apartment at a trendy top location!,69053371,Koen,,Amandus - Atheneum,51.22947,4.41801,Entire home/apt,550,2,3,2019-07-29,0.03,1,269,0,
17911859,19th century house | historic centre | 10 people |,4113286,Kathleen,,Historisch Centrum,51.2189,4.39941,Entire home/apt,721,2,77,2024-10-21,0.88,2,300,7,
18146639,"Leuk, groen en gezellig appartement in Deurne.",19498256,Dennis,,Deurne Dorp - Gallifort,51.22094,4.47091,Entire home/apt,200,10,8,2024-09-10,0.09,1,176,3,
18322026,"Zeer gezellig en ruim appartement, ideaal gelegen",9072712,Kristof,,Amandus - Atheneum,51.22106,4.41782,Entire home/apt,,2,55,2022-09-25,0.61,1,0,0,
18475342,Bright ground-floor Flat in old centre of Antwerp,128148374,Jan&Hong,,Historisch Centrum,51.21812,4.39843,Entire home/apt,153,4,19,2022-05-04,0.21,4,218,0,
18507108,Cosy compact Studio near Cathedral-3 min walk,128148374,Jan&Hong,,Theaterbuurt-Meir,51.21721,4.40664,Entire home/apt,124,7,39,2023-12-19,0.42,4,221,0,
18565578,Stylish Apartment in Antwerp's Green Quarter,10658365,Thomas,,Haringrode,51.2016,4.42099,Entire home/apt,215,2,145,2024-11-11,1.58,1,355,22,
18661350,Beautiful house with garden (& parking),14530673,Leen,,Centraal Station,51.2144,4.42723,Entire home/apt,250,7,8,2024-08-30,0.10,1,8,2,
